rms,target
5.9297332763671875,7.2129998207092285
7.151351451873779,9.470000267028809
7.63467264175415,9.380000114440918
7.577137470245361,13.45199966430664
4.145979881286621,6.11299991607666
5.598228931427002,5.504000186920166
5.75183629989624,9.588000297546387
7.001663684844971,7.392000198364258
5.186001300811768,9.656000137329102
8.570379257202148,7.633999824523926
5.497626781463623,9.37600040435791
7.356051921844482,10.116999626159668
7.992464065551758,8.61400032043457
7.362235069274902,11.78600025177002
8.32089614868164,14.123000144958496
6.9941887855529785,9.890999794006348
4.694648265838623,4.991000175476074
4.3399529457092285,6.418000221252441
3.620360851287842,4.7820000648498535
6.333917617797852,5.676000118255615
6.900454998016357,8.0600004196167
6.299193382263184,4.678999900817871
4.672554969787598,4.38100004196167
4.613063335418701,5.99399995803833
6.815210342407227,10.093999862670898
7.3064446449279785,9.954999923706055
5.389735698699951,8.871999740600586
5.174967288970947,11.642000198364258
7.818777084350586,9.265000343322754
9.62674617767334,11.38599967956543
5.571159362792969,11.968999862670898
4.991055011749268,10.088000297546387
5.3654656410217285,8.102999687194824
7.244320392608643,9.333000183105469
4.96875524520874,8.083000183105469
5.040220260620117,6.2210001945495605
8.351692199707031,7.419000148773193
10.148880958557129,12.300999641418457
6.227057933807373,7.754000186920166
7.953549385070801,5.925000190734863
5.511075973510742,11.321000099182129
6.120283126831055,4.793000221252441
6.663174152374268,10.055000305175781
5.463640213012695,4.445000171661377
3.9325571060180664,4.7829999923706055
6.95833158493042,10.838000297546387
6.701921463012695,7.0320000648498535
7.855632305145264,17.208999633789062
8.982370376586914,13.352999687194824
6.335554122924805,7.300000190734863
8.013751983642578,10.371000289916992
8.128610610961914,11.590999603271484
4.7413458824157715,4.89300012588501
6.819185256958008,6.324999809265137
6.75761079788208,9.126999855041504
7.560639381408691,12.677000045776367
6.140312194824219,7.747000217437744
9.494561195373535,11.467000007629395
7.530825138092041,8.324999809265137
5.535515785217285,8.461000442504883
11.093977928161621,9.385000228881836
7.56425142288208,12.501999855041504
8.980886459350586,9.597000122070312
9.196974754333496,13.517999649047852
6.9310302734375,8.29699993133545
7.189033508300781,9.758999824523926
7.322680950164795,13.256999969482422
9.209774017333984,10.444000244140625
